id,district,latitude,longitude,crop_type,soil_type,field_area_ha,season,avg_temp_c,total_rainfall_mm,fertilizer_type,motor_type,motor_power_hp,flow_rate_lpm,yield_ton_per_ha,water_requirement_liters,irrigation_hours
807,Quetta,30.1798,66.975,cotton,sandy loam,6.5,Kharif,28.6,342.2,NPK,Upper Medium,7,200,2.7,3380000,281.7
808,Sukkur,27.7132,68.8482,maize,loam,10.94,Kharif,21.5,468.1,FYM,Heavy,20,600,4.2,5251200,145.9
809,Karachi,24.8607,67.0011,potato,sandy loam,36.12,Rabi,24.9,260.2,DAP,Mega,40,1200,2.1,14448000,200.7
810,Lahore,31.5204,74.3587,wheat,silty loam,35.51,Rabi,21.0,381.6,None,Mega,40,1200,4.3,15979500,221.9
811,Multan,30.1575,71.5249,gram,loamy sand,16.21,Rabi,15.7,245.7,None,Extra Heavy,30,900,2.0,5673500,105.1
812,Jhang,31.2682,72.3184,rice,clay loam,30.61,Kharif,25.3,653.6,DAP,Mega,40,1200,3.7,20814800,289.1
813,Sargodha,32.0836,72.6711,sugarcane,clay loam,26.99,Kharif,27.0,422.7,Urea,Mega,40,1200,61.1,20242500,281.1
814,Rahim Yar Khan,28.4209,70.2952,cotton,loam,1.79,Kharif,30.8,314.2,NPK,Small,3,60,2.3,930800,258.6
815,Sheikhupura,31.7131,73.9783,maize,sandy loam,44.47,Kharif,24.9,305.7,NPK,Ultra,50,1500,3.9,21345600,237.2
816,Lahore,31.5204,74.3587,wheat,loam,23.34,Rabi,22.8,338.7,NPK,Extra Heavy,30,900,3.1,10503000,194.5
817,Sialkot,32.4922,74.5311,wheat,silty loam,26.76,Rabi,19.2,272.8,DAP,Mega,40,1200,3.7,12042000,167.2
818,Gujrat,32.5742,74.0754,potato,sandy loam,43.51,Rabi,24.2,287.9,NPK,Ultra,50,1500,2.4,17404000,193.4
819,Gujrat,32.5742,74.0754,cotton,loam,4.91,Kharif,30.9,274.7,None,Medium,5,120,1.6,2553200,354.6
820,Sargodha,32.0836,72.6711,rice,clay,3.13,Kharif,33.8,719.7,DAP,Medium,5,120,4.8,2128400,295.6
821,Kasur,31.1155,74.4466,cotton,loam,42.62,Kharif,30.5,207.8,None,Ultra,50,1500,2.9,22162400,246.2
822,Peshawar,34.0151,71.5249,cotton,sandy loam,28.81,Kharif,25.3,216.8,DAP,Mega,40,1200,3.0,14981200,208.1
823,Faisalabad,31.4504,73.135,rice,clay loam,36.43,Kharif,34.9,520.7,DAP,Mega,40,1200,3.5,24772400,344.1
824,Sheikhupura,31.7131,73.9783,cotton,sandy loam,13.78,Kharif,31.8,343.1,FYM,Heavy,20,600,2.1,7165600,199.0
825,Peshawar,34.0151,71.5249,cotton,loam,36.16,Kharif,28.9,323.5,Urea,Mega,40,1200,2.1,18803200,261.2
826,Islamabad,33.6844,73.0479,wheat,clay loam,29.83,Rabi,21.5,397.9,None,Mega,40,1200,3.7,13423500,186.4
827,Okara,30.8103,73.4513,wheat,silty loam,49.04,Rabi,15.5,223.5,NPK,Ultra,50,1500,3.3,22068000,245.2
828,Karachi,24.8607,67.0011,maize,loam,33.49,Kharif,24.7,426.3,Urea,Mega,40,1200,4.4,16075200,223.3
829,Lahore,31.5204,74.3587,sugarcane,clay loam,11.58,Kharif,28.6,416.1,None,Heavy,20,600,59.7,8685000,241.2
830,Gujranwala,32.1877,74.1945,wheat,silty loam,25.99,Rabi,15.7,386.0,Urea,Mega,40,1200,3.3,11695500,162.4
831,Okara,30.8103,73.4513,potato,loam,30.0,Rabi,17.1,203.7,Urea,Mega,40,1200,2.5,12000000,166.7
832,Sukkur,27.7132,68.8482,maize,sandy loam,7.49,Kharif,27.6,467.3,DAP,Large,10,300,4.2,3595200,199.7
833,Gujrat,32.5742,74.0754,sugarcane,clay loam,3.97,Kharif,31.6,518.2,None,Medium,5,120,53.5,2977500,413.5
834,Bahawalpur,29.3956,71.6836,wheat,silty loam,7.91,Rabi,22.0,377.7,Urea,Large,10,300,4.1,3559500,197.8
835,Lahore,31.5204,74.3587,cotton,loam,25.5,Kharif,26.8,258.1,None,Mega,40,1200,2.7,13260000,184.2
836,Quetta,30.1798,66.975,rice,clay,35.64,Kharif,27.8,551.7,FYM,Mega,40,1200,3.9,24235200,336.6
837,Gujranwala,32.1877,74.1945,sugarcane,clay loam,14.47,Kharif,30.0,538.9,None,Heavy,20,600,69.5,10852500,301.5
838,Kasur,31.1155,74.4466,wheat,clay loam,18.79,Rabi,22.2,313.4,Urea,Extra Heavy,30,900,3.4,8455500,156.6
839,Karachi,24.8607,67.0011,potato,loam,31.5,Rabi,16.7,227.3,DAP,Mega,40,1200,3.0,12600000,175.0
840,Jhang,31.2682,72.3184,sugarcane,loam,1.18,Kharif,26.4,464.0,DAP,Small,3,60,60.5,885000,245.8
841,Gujrat,32.5742,74.0754,cotton,sandy loam,31.36,Kharif,33.1,345.7,None,Mega,40,1200,1.5,16307200,226.5
842,Jhang,31.2682,72.3184,maize,loam,39.97,Kharif,22.6,278.8,None,Mega,40,1200,4.2,19185600,266.5
843,Sahiwal,30.6705,73.1063,maize,sandy loam,26.23,Kharif,28.8,362.4,None,Mega,40,1200,3.6,12590400,174.9
844,Sialkot,32.4922,74.5311,wheat,loam,30.1,Rabi,19.4,264.7,NPK,Mega,40,1200,3.3,13545000,188.1
845,Peshawar,34.0151,71.5249,rice,clay,40.06,Kharif,34.7,720.9,None,Ultra,50,1500,4.9,27240800,302.7
846,Sheikhupura,31.7131,73.9783,gram,loamy sand,34.69,Rabi,19.3,245.5,None,Mega,40,1200,1.6,12141500,168.6
847,Gujranwala,32.1877,74.1945,rice,clay loam,8.62,Kharif,26.0,568.3,None,Large,10,300,3.8,5861600,325.6
848,Faisalabad,31.4504,73.135,wheat,clay loam,24.48,Rabi,19.3,302.0,Urea,Extra Heavy,30,900,4.3,11016000,204.0
849,Rawalpindi,33.5651,73.0169,cotton,sandy loam,39.93,Kharif,25.4,292.6,None,Mega,40,1200,2.6,20763600,288.4
850,Gujrat,32.5742,74.0754,rice,clay,12.33,Kharif,33.7,567.2,FYM,Heavy,20,600,4.8,8384400,232.9
851,Peshawar,34.0151,71.5249,gram,loamy sand,18.59,Rabi,24.1,190.7,DAP,Extra Heavy,30,900,2.4,6506500,120.5
852,Sheikhupura,31.7131,73.9783,gram,sandy loam,25.68,Rabi,19.6,123.8,DAP,Mega,40,1200,2.4,8988000,124.8
853,Bahawalpur,29.3956,71.6836,gram,sandy loam,7.85,Rabi,17.8,158.6,None,Large,10,300,1.9,2747500,152.6
854,Sialkot,32.4922,74.5311,cotton,loam,37.32,Kharif,33.1,262.5,FYM,Mega,40,1200,2.9,19406400,269.5
855,Okara,30.8103,73.4513,wheat,loam,16.13,Rabi,15.5,381.3,NPK,Extra Heavy,30,900,3.0,7258500,134.4
856,Sahiwal,30.6705,73.1063,cotton,sandy loam,36.97,Kharif,31.1,306.3,NPK,Mega,40,1200,2.4,19224400,267.0
857,Islamabad,33.6844,73.0479,sugarcane,loam,24.19,Kharif,33.8,406.0,NPK,Extra Heavy,30,900,50.8,18142500,336.0
858,Sargodha,32.0836,72.6711,wheat,loam,3.84,Rabi,22.7,261.6,FYM,Medium,5,120,4.0,1728000,240.0
859,Sheikhupura,31.7131,73.9783,potato,sandy loam,44.94,Rabi,21.2,278.5,None,Ultra,50,1500,3.3,17976000,199.7
860,Quetta,30.1798,66.975,potato,sandy loam,13.79,Rabi,22.8,274.1,None,Heavy,20,600,2.2,5516000,153.2
861,Sargodha,32.0836,72.6711,maize,loam,14.01,Kharif,21.0,325.2,None,Heavy,20,600,3.0,6724800,186.8
862,Sialkot,32.4922,74.5311,cotton,loam,9.56,Kharif,33.5,283.4,DAP,Large,10,300,2.8,4971200,276.2
863,Karachi,24.8607,67.0011,rice,clay loam,16.45,Kharif,33.8,766.2,DAP,Extra Heavy,30,900,3.8,11186000,207.1
864,Jhang,31.2682,72.3184,potato,loam,32.8,Rabi,15.6,232.8,NPK,Mega,40,1200,2.8,13120000,182.2
865,Gujrat,32.5742,74.0754,sugarcane,loam,29.82,Kharif,33.6,443.8,None,Mega,40,1200,68.6,22365000,310.6
866,Okara,30.8103,73.4513,cotton,sandy loam,10.99,Kharif,25.6,279.5,None,Heavy,20,600,2.0,5714800,158.7
867,Faisalabad,31.4504,73.135,cotton,loam,35.95,Kharif,30.8,346.2,None,Mega,40,1200,1.8,18694000,259.6
868,Quetta,30.1798,66.975,wheat,loam,17.29,Rabi,19.1,209.7,Urea,Extra Heavy,30,900,3.1,7780500,144.1
869,Peshawar,34.0151,71.5249,gram,loamy sand,3.03,Rabi,21.5,233.3,DAP,Medium,5,120,2.0,1060500,147.3
870,Faisalabad,31.4504,73.135,sugarcane,loam,48.59,Kharif,28.9,574.5,None,Ultra,50,1500,64.5,36442500,404.9
871,Quetta,30.1798,66.975,sugarcane,loam,47.61,Kharif,29.5,521.2,None,Ultra,50,1500,61.8,35707500,396.8
872,Gujrat,32.5742,74.0754,wheat,clay loam,11.85,Rabi,19.1,284.7,Urea,Heavy,20,600,3.3,5332500,148.1
873,Multan,30.1575,71.5249,cotton,sandy loam,31.33,Kharif,25.5,313.6,Urea,Mega,40,1200,1.6,16291600,226.3
874,Kasur,31.1155,74.4466,potato,sandy loam,8.72,Rabi,21.7,262.2,None,Large,10,300,3.3,3488000,193.8
875,Rawalpindi,33.5651,73.0169,rice,clay,31.13,Kharif,31.7,611.4,NPK,Mega,40,1200,4.6,21168400,294.0
876,Jhang,31.2682,72.3184,wheat,loam,22.63,Rabi,23.5,344.5,FYM,Extra Heavy,30,900,4.0,10183500,188.6
877,Rahim Yar Khan,28.4209,70.2952,rice,clay loam,24.17,Kharif,27.6,774.1,FYM,Extra Heavy,30,900,3.8,16435600,304.4
878,Sheikhupura,31.7131,73.9783,rice,clay,47.32,Kharif,29.0,681.5,DAP,Ultra,50,1500,3.8,32177600,357.5
879,Karachi,24.8607,67.0011,wheat,silty loam,45.86,Rabi,19.3,259.7,FYM,Ultra,50,1500,4.2,20637000,229.3
880,Sheikhupura,31.7131,73.9783,wheat,clay loam,20.06,Rabi,22.8,283.9,NPK,Extra Heavy,30,900,4.1,9027000,167.2
881,Sahiwal,30.6705,73.1063,maize,loam,14.58,Kharif,21.5,433.0,NPK,Heavy,20,600,4.5,6998400,194.4
882,Faisalabad,31.4504,73.135,maize,loam,26.89,Kharif,24.6,308.5,DAP,Mega,40,1200,3.0,12907200,179.3
883,Rahim Yar Khan,28.4209,70.2952,sugarcane,loam,26.54,Kharif,30.8,485.0,NPK,Mega,40,1200,56.6,19905000,276.5
884,Sukkur,27.7132,68.8482,sugarcane,clay loam,8.87,Kharif,28.4,488.9,NPK,Large,10,300,57.4,6652500,369.6
885,Sheikhupura,31.7131,73.9783,maize,sandy loam,8.04,Kharif,23.0,454.2,FYM,Large,10,300,4.1,3859200,214.4
886,Kasur,31.1155,74.4466,gram,loamy sand,10.97,Rabi,15.2,122.2,Urea,Heavy,20,600,1.8,3839500,106.7
887,Sialkot,32.4922,74.5311,potato,sandy loam,24.01,Rabi,17.6,314.1,None,Extra Heavy,30,900,3.2,9604000,177.9
888,Gujrat,32.5742,74.0754,potato,sandy loam,25.56,Rabi,17.2,271.0,None,Mega,40,1200,2.4,10224000,142.0
889,Jhang,31.2682,72.3184,cotton,sandy loam,43.95,Kharif,26.6,246.5,DAP,Ultra,50,1500,2.0,22854000,253.9
890,Sialkot,32.4922,74.5311,maize,sandy loam,45.26,Kharif,27.8,445.4,DAP,Ultra,50,1500,3.9,21724800,241.4
891,Faisalabad,31.4504,73.135,gram,loamy sand,25.78,Rabi,16.2,173.8,DAP,Mega,40,1200,1.9,9023000,125.3
892,Multan,30.1575,71.5249,rice,clay,39.46,Kharif,25.6,624.1,NPK,Mega,40,1200,5.0,26832800,372.7
893,Karachi,24.8607,67.0011,rice,clay loam,40.32,Kharif,29.1,543.4,DAP,Ultra,50,1500,4.5,27417600,304.6
894,Jhang,31.2682,72.3184,gram,sandy loam,24.31,Rabi,15.2,146.8,NPK,Extra Heavy,30,900,2.1,8508500,157.6
895,Okara,30.8103,73.4513,wheat,clay loam,2.88,Rabi,17.4,244.4,DAP,Small,3,60,4.5,1296000,360.0
896,Karachi,24.8607,67.0011,gram,sandy loam,18.12,Rabi,18.1,123.4,DAP,Extra Heavy,30,900,2.4,6342000,117.4
897,Sargodha,32.0836,72.6711,rice,clay loam,26.53,Kharif,28.1,770.5,NPK,Mega,40,1200,4.5,18040400,250.6
898,Sialkot,32.4922,74.5311,potato,loam,33.18,Rabi,17.1,292.2,None,Mega,40,1200,3.1,13272000,184.3
899,Okara,30.8103,73.4513,cotton,sandy loam,12.07,Kharif,33.6,303.7,DAP,Heavy,20,600,2.0,6276400,174.3
900,Gujrat,32.5742,74.0754,cotton,sandy loam,27.92,Kharif,34.7,347.6,Urea,Mega,40,1200,2.5,14518400,201.6
901,Sialkot,32.4922,74.5311,cotton,sandy loam,1.78,Kharif,26.1,290.6,Urea,Small,3,60,2.8,925600,257.1
902,Peshawar,34.0151,71.5249,gram,loamy sand,48.68,Rabi,15.5,123.6,Urea,Ultra,50,1500,2.1,17038000,189.3
903,Rahim Yar Khan,28.4209,70.2952,maize,sandy loam,43.08,Kharif,28.8,463.4,Urea,Ultra,50,1500,3.4,20678400,229.8
904,Karachi,24.8607,67.0011,rice,clay loam,24.31,Kharif,26.9,697.9,NPK,Extra Heavy,30,900,3.9,16530800,306.1
905,Gujranwala,32.1877,74.1945,gram,sandy loam,12.89,Rabi,19.4,188.3,DAP,Heavy,20,600,2.0,4511500,125.3
906,Sargodha,32.0836,72.6711,gram,loamy sand,44.14,Rabi,15.5,203.9,Urea,Ultra,50,1500,1.9,15449000,171.7
907,Sargodha,32.0836,72.6711,cotton,loam,42.2,Kharif,30.1,160.6,FYM,Ultra,50,1500,2.3,21944000,243.8
908,Faisalabad,31.4504,73.135,rice,clay loam,38.33,Kharif,30.4,687.6,None,Mega,40,1200,4.0,26064400,362.0
909,Islamabad,33.6844,73.0479,cotton,loam,19.85,Kharif,34.0,230.9,None,Extra Heavy,30,900,1.7,10322000,191.1
910,Sahiwal,30.6705,73.1063,gram,loamy sand,42.1,Rabi,20.2,123.4,DAP,Ultra,50,1500,1.9,14735000,163.7
911,Lahore,31.5204,74.3587,sugarcane,loam,39.11,Kharif,26.4,481.4,Urea,Mega,40,1200,66.2,29332500,407.4
912,Sialkot,32.4922,74.5311,potato,sandy loam,21.56,Rabi,16.6,234.8,Urea,Extra Heavy,30,900,2.5,8624000,159.7
913,Islamabad,33.6844,73.0479,maize,sandy loam,48.59,Kharif,29.0,355.5,FYM,Ultra,50,1500,4.4,23323200,259.1
914,Gujranwala,32.1877,74.1945,sugarcane,clay loam,46.95,Kharif,28.9,566.2,NPK,Ultra,50,1500,64.5,35212500,391.2
915,Okara,30.8103,73.4513,sugarcane,clay loam,28.48,Kharif,28.9,476.0,None,Mega,40,1200,67.8,21360000,296.7
916,Rawalpindi,33.5651,73.0169,potato,sandy loam,12.21,Rabi,16.6,346.7,DAP,Heavy,20,600,3.4,4884000,135.7
917,Islamabad,33.6844,73.0479,gram,sandy loam,25.13,Rabi,15.3,202.7,DAP,Mega,40,1200,1.6,8795500,122.2
918,Rawalpindi,33.5651,73.0169,maize,loam,47.25,Kharif,24.0,495.3,Urea,Ultra,50,1500,3.3,22680000,252.0
919,Sheikhupura,31.7131,73.9783,sugarcane,clay loam,21.22,Kharif,31.5,432.7,DAP,Extra Heavy,30,900,64.1,15915000,294.7
920,Peshawar,34.0151,71.5249,gram,sandy loam,31.89,Rabi,17.1,241.6,FYM,Mega,40,1200,2.0,11161500,155.0
921,Sahiwal,30.6705,73.1063,rice,clay loam,28.7,Kharif,29.0,651.1,FYM,Mega,40,1200,4.6,19516000,271.1
922,Okara,30.8103,73.4513,gram,loamy sand,42.82,Rabi,21.5,225.1,Urea,Ultra,50,1500,1.7,14987000,166.5
923,Sheikhupura,31.7131,73.9783,wheat,silty loam,35.63,Rabi,19.4,257.1,FYM,Mega,40,1200,4.3,16033500,222.7
924,Bahawalpur,29.3956,71.6836,cotton,sandy loam,1.25,Kharif,25.0,346.2,FYM,Small,3,60,2.8,650000,180.6
925,Rawalpindi,33.5651,73.0169,maize,sandy loam,16.7,Kharif,20.9,280.0,FYM,Extra Heavy,30,900,4.4,8016000,148.4
926,Rahim Yar Khan,28.4209,70.2952,cotton,sandy loam,33.8,Kharif,28.8,166.7,NPK,Mega,40,1200,2.9,17576000,244.1
927,Multan,30.1575,71.5249,gram,sandy loam,28.34,Rabi,21.7,193.5,None,Mega,40,1200,1.8,9919000,137.8
928,Okara,30.8103,73.4513,rice,clay loam,13.86,Kharif,26.5,681.0,NPK,Heavy,20,600,3.8,9424800,261.8
929,Bahawalpur,29.3956,71.6836,rice,clay loam,17.35,Kharif,26.6,513.4,Urea,Extra Heavy,30,900,4.3,11798000,218.5
930,Okara,30.8103,73.4513,potato,loam,40.7,Rabi,22.6,304.6,DAP,Ultra,50,1500,3.4,16280000,180.9
931,Gujranwala,32.1877,74.1945,wheat,silty loam,12.86,Rabi,19.2,383.0,DAP,Heavy,20,600,3.8,5787000,160.8
932,Gujrat,32.5742,74.0754,gram,loamy sand,10.79,Rabi,17.5,127.2,FYM,Heavy,20,600,1.8,3776500,104.9
933,Bahawalpur,29.3956,71.6836,potato,loam,48.18,Rabi,18.9,329.5,Urea,Ultra,50,1500,2.9,19272000,214.1
934,Gujrat,32.5742,74.0754,maize,sandy loam,1.58,Kharif,22.4,393.9,NPK,Small,3,60,4.2,758400,210.7
935,Quetta,30.1798,66.975,gram,loamy sand,45.8,Rabi,17.4,112.5,DAP,Ultra,50,1500,1.5,16030000,178.1
936,Sheikhupura,31.7131,73.9783,rice,clay,7.45,Kharif,27.1,603.9,Urea,Large,10,300,3.9,5066000,281.4
937,Peshawar,34.0151,71.5249,cotton,sandy loam,15.44,Kharif,31.4,210.0,FYM,Extra Heavy,30,900,2.9,8028800,148.7
938,Sahiwal,30.6705,73.1063,cotton,loam,14.82,Kharif,34.7,170.6,NPK,Heavy,20,600,2.0,7706400,214.1
939,Sheikhupura,31.7131,73.9783,maize,sandy loam,28.86,Kharif,28.7,439.8,FYM,Mega,40,1200,3.7,13852800,192.4
940,Multan,30.1575,71.5249,wheat,loam,16.96,Rabi,19.0,256.1,NPK,Extra Heavy,30,900,3.3,7632000,141.3
941,Bahawalpur,29.3956,71.6836,maize,loam,3.15,Kharif,21.8,376.3,Urea,Medium,5,120,3.1,1512000,210.0
942,Islamabad,33.6844,73.0479,potato,loam,22.28,Rabi,16.7,254.6,FYM,Extra Heavy,30,900,3.3,8912000,165.0
943,Jhang,31.2682,72.3184,maize,loam,43.67,Kharif,21.8,380.0,Urea,Ultra,50,1500,3.4,20961600,232.9
944,Kasur,31.1155,74.4466,wheat,silty loam,44.11,Rabi,15.0,264.9,NPK,Ultra,50,1500,4.0,19849500,220.6
945,Sheikhupura,31.7131,73.9783,sugarcane,clay loam,32.24,Kharif,34.8,458.0,DAP,Mega,40,1200,53.1,24180000,335.8
946,Islamabad,33.6844,73.0479,gram,loamy sand,13.65,Rabi,17.7,201.3,Urea,Heavy,20,600,2.0,4777500,132.7
947,Jhang,31.2682,72.3184,sugarcane,clay loam,26.19,Kharif,34.8,417.3,DAP,Mega,40,1200,54.3,19642500,272.8
948,Multan,30.1575,71.5249,potato,sandy loam,22.4,Rabi,19.7,257.2,None,Extra Heavy,30,900,3.2,8960000,165.9
949,Karachi,24.8607,67.0011,gram,sandy loam,10.48,Rabi,16.3,133.0,FYM,Heavy,20,600,1.8,3668000,101.9
950,Kasur,31.1155,74.4466,sugarcane,loam,14.0,Kharif,28.9,486.2,None,Heavy,20,600,60.1,10500000,291.7
951,Gujrat,32.5742,74.0754,sugarcane,clay loam,39.43,Kharif,32.3,557.2,DAP,Mega,40,1200,58.1,29572500,410.7
952,Sialkot,32.4922,74.5311,wheat,silty loam,27.04,Rabi,17.5,219.1,Urea,Mega,40,1200,3.0,12168000,169.0
953,Rawalpindi,33.5651,73.0169,gram,sandy loam,15.85,Rabi,16.6,123.5,NPK,Extra Heavy,30,900,1.7,5547500,102.7
954,Okara,30.8103,73.4513,wheat,silty loam,20.64,Rabi,15.8,220.4,Urea,Extra Heavy,30,900,3.9,9288000,172.0
955,Faisalabad,31.4504,73.135,cotton,loam,5.53,Kharif,28.9,227.2,DAP,Upper Medium,7,200,2.8,2875600,239.6
956,Islamabad,33.6844,73.0479,wheat,silty loam,3.02,Rabi,15.1,312.9,DAP,Medium,5,120,4.1,1359000,188.8
957,Gujrat,32.5742,74.0754,cotton,loam,38.31,Kharif,29.0,349.9,Urea,Mega,40,1200,1.9,19921200,276.7
958,Lahore,31.5204,74.3587,cotton,sandy loam,18.93,Kharif,26.6,176.0,None,Extra Heavy,30,900,2.0,9843600,182.3
959,Jhang,31.2682,72.3184,sugarcane,clay loam,12.76,Kharif,25.5,549.8,FYM,Heavy,20,600,64.6,9570000,265.8
960,Okara,30.8103,73.4513,rice,clay loam,0.92,Kharif,33.8,623.5,None,Very Small,2,40,4.2,625600,260.7
961,Karachi,24.8607,67.0011,maize,loam,0.96,Kharif,25.9,494.3,None,Very Small,2,40,4.1,460800,192.0
962,Gujranwala,32.1877,74.1945,rice,clay,49.8,Kharif,33.6,618.1,DAP,Ultra,50,1500,3.6,33864000,376.3
963,Rawalpindi,33.5651,73.0169,sugarcane,loam,10.27,Kharif,32.0,451.9,None,Heavy,20,600,52.9,7702500,214.0
964,Lahore,31.5204,74.3587,maize,sandy loam,22.5,Kharif,23.8,327.3,Urea,Extra Heavy,30,900,3.8,10800000,200.0
965,Multan,30.1575,71.5249,sugarcane,clay loam,16.2,Kharif,29.2,486.1,FYM,Extra Heavy,30,900,54.5,12150000,225.0
966,Gujrat,32.5742,74.0754,sugarcane,loam,13.45,Kharif,31.3,502.6,DAP,Heavy,20,600,66.2,10087500,280.2
967,Bahawalpur,29.3956,71.6836,sugarcane,loam,15.48,Kharif,30.9,504.0,None,Extra Heavy,30,900,69.5,11610000,215.0
968,Gujrat,32.5742,74.0754,potato,sandy loam,45.54,Rabi,15.9,277.1,FYM,Ultra,50,1500,2.2,18216000,202.4
969,Okara,30.8103,73.4513,gram,loamy sand,46.26,Rabi,16.3,208.3,NPK,Ultra,50,1500,2.1,16191000,179.9
970,Rahim Yar Khan,28.4209,70.2952,potato,loam,30.82,Rabi,20.7,333.7,Urea,Mega,40,1200,2.6,12328000,171.2
971,Faisalabad,31.4504,73.135,cotton,sandy loam,1.39,Kharif,27.4,307.5,None,Small,3,60,1.9,722800,200.8
972,Lahore,31.5204,74.3587,cotton,loam,25.69,Kharif,28.5,203.8,DAP,Mega,40,1200,1.6,13358800,185.5
973,Sargodha,32.0836,72.6711,sugarcane,loam,32.21,Kharif,29.7,418.3,NPK,Mega,40,1200,63.0,24157500,335.5
974,Bahawalpur,29.3956,71.6836,gram,sandy loam,14.17,Rabi,23.5,150.4,FYM,Heavy,20,600,2.3,4959500,137.8
975,Lahore,31.5204,74.3587,wheat,clay loam,45.64,Rabi,20.7,287.4,FYM,Ultra,50,1500,4.2,20538000,228.2
976,Bahawalpur,29.3956,71.6836,cotton,sandy loam,44.74,Kharif,31.7,211.0,FYM,Ultra,50,1500,2.9,23264800,258.5
977,Okara,30.8103,73.4513,sugarcane,clay loam,46.16,Kharif,33.9,499.4,NPK,Ultra,50,1500,57.4,34620000,384.7
978,Gujranwala,32.1877,74.1945,cotton,sandy loam,43.29,Kharif,29.5,243.2,FYM,Ultra,50,1500,1.7,22510800,250.1
979,Rahim Yar Khan,28.4209,70.2952,sugarcane,loam,21.21,Kharif,27.6,509.5,NPK,Extra Heavy,30,900,66.8,15907500,294.6
980,Sukkur,27.7132,68.8482,maize,sandy loam,15.6,Kharif,20.8,385.2,FYM,Extra Heavy,30,900,3.7,7488000,138.7
981,Sukkur,27.7132,68.8482,maize,sandy loam,1.11,Kharif,29.1,464.8,Urea,Small,3,60,3.2,532800,148.0
982,Kasur,31.1155,74.4466,wheat,silty loam,19.48,Rabi,19.8,254.5,DAP,Extra Heavy,30,900,4.1,8766000,162.3
983,Lahore,31.5204,74.3587,cotton,sandy loam,23.12,Kharif,28.3,338.7,None,Extra Heavy,30,900,1.5,12022400,222.6
984,Faisalabad,31.4504,73.135,maize,loam,24.25,Kharif,26.2,404.7,DAP,Extra Heavy,30,900,3.5,11640000,215.6
985,Rawalpindi,33.5651,73.0169,sugarcane,clay loam,22.5,Kharif,32.2,569.4,FYM,Extra Heavy,30,900,64.8,16875000,312.5
986,Sheikhupura,31.7131,73.9783,rice,clay,20.99,Kharif,33.9,698.6,None,Extra Heavy,30,900,4.2,14273200,264.3
987,Sialkot,32.4922,74.5311,cotton,sandy loam,35.13,Kharif,34.6,324.2,None,Mega,40,1200,2.3,18267600,253.7
988,Peshawar,34.0151,71.5249,rice,clay,23.59,Kharif,25.0,777.1,None,Extra Heavy,30,900,4.5,16041200,297.1
989,Lahore,31.5204,74.3587,sugarcane,clay loam,48.79,Kharif,26.3,530.6,NPK,Ultra,50,1500,61.8,36592500,406.6
990,Sialkot,32.4922,74.5311,sugarcane,clay loam,13.54,Kharif,31.6,464.8,NPK,Heavy,20,600,52.1,10155000,282.1
991,Gujranwala,32.1877,74.1945,sugarcane,clay loam,14.3,Kharif,34.5,538.9,Urea,Heavy,20,600,60.5,10725000,297.9
992,Sialkot,32.4922,74.5311,cotton,loam,11.52,Kharif,27.7,257.9,FYM,Heavy,20,600,1.5,5990400,166.4
993,Karachi,24.8607,67.0011,cotton,loam,28.44,Kharif,27.0,313.6,DAP,Mega,40,1200,2.1,14788800,205.4
994,Islamabad,33.6844,73.0479,gram,loamy sand,30.9,Rabi,24.4,202.3,FYM,Mega,40,1200,1.6,10815000,150.2
995,Karachi,24.8607,67.0011,cotton,sandy loam,48.42,Kharif,29.8,336.9,NPK,Ultra,50,1500,1.9,25178400,279.8
996,Peshawar,34.0151,71.5249,potato,sandy loam,9.04,Rabi,21.2,339.3,NPK,Large,10,300,2.7,3616000,200.9
997,Kasur,31.1155,74.4466,sugarcane,clay loam,30.06,Kharif,34.7,472.7,Urea,Mega,40,1200,61.8,22545000,313.1
998,Rawalpindi,33.5651,73.0169,potato,loam,26.25,Rabi,24.1,237.1,NPK,Mega,40,1200,3.3,10500000,145.8
999,Peshawar,34.0151,71.5249,maize,loam,45.96,Kharif,23.2,392.8,NPK,Ultra,50,1500,3.7,22060800,245.1
1000,Gujrat,32.5742,74.0754,maize,loam,21.83,Kharif,28.1,363.3,NPK,Extra Heavy,30,900,3.4,10478400,194.0
