id,district,latitude,longitude,crop_type,soil_type,field_area_ha,season,avg_temp_c,total_rainfall_mm,soil_water_retention_mm,fertilizer_type,fertilizer_amount_kg_ha,yield_ton_per_ha,water_requirement_liters_day
955,Zhob,31.3487,69.4484,wheat,loam,2.49,Rabi,20.5,387.8,151,None,0,4.4,33615
956,Dera Ismail Khan,31.8322,70.9024,rice,clay,6.15,Kharif,32.6,715.3,287,NPK,155,4.0,163098
957,Khuzdar,27.8,66.6167,apple orchard,rocky loam,3.97,Perennial,15.6,473.4,126,NPK,185,9.7,40732
958,Quetta,30.1798,66.975,wheat,loam,8.54,Rabi,15.4,372.5,153,NPK,205,4.2,115290
959,Karachi,24.8607,67.0011,maize,sandy loam,8.65,Kharif,23.3,357.3,131,None,0,3.9,99648
960,Gwadar,25.1263,62.3225,tobacco,loam,0.84,Kharif,22.7,371.3,164,Urea,136,2.3,10584
961,Sahiwal,30.6705,73.1063,potato,loam,1.28,Rabi,21.0,216.5,165,FYM,213,2.4,23488
962,Multan,30.1575,71.5249,sugarcane,clay loam,4.04,Kharif,32.9,476.5,198,None,0,51.5,109080
963,Quetta,30.1798,66.975,potato,loam,6.36,Rabi,19.5,302.4,169,NPK,185,2.6,76320
964,Rahim Yar Khan,28.4209,70.2952,date palm,sandy,2.01,Perennial,36.9,138.6,99,None,0,11.7,27584
965,Gwadar,25.1263,62.3225,sugarcane,clay loam,8.21,Kharif,33.3,497.4,231,Urea,164,64.3,221670
966,Peshawar,34.0151,71.5249,apple orchard,rocky loam,1.74,Perennial,13.7,453.5,135,Urea,139,7.1,17852
967,Chitral,35.8512,71.7864,rice,clay loam,2.45,Kharif,33.6,697.9,195,FYM,228,4.8,59976
968,Haripur,33.9962,72.9338,gram,loamy sand,4.4,Rabi,21.1,141.8,126,FYM,332,2.4,74555
969,Chiniot,31.716,72.9814,cotton,loam,4.68,Kharif,32.1,174.1,174,FYM,264,2.5,137438
970,Quetta,30.1798,66.975,wheat,loam,7.66,Rabi,20.1,217.1,177,DAP,152,4.4,157614
971,Haripur,33.9962,72.9338,wheat,clay loam,9.22,Rabi,23.1,310.3,225,DAP,151,3.5,149364
972,Turbat,26.0012,63.0515,date palm,sandy,7.11,Perennial,34.4,139.0,54,None,0,10.9,97425
973,Lahore,31.5204,74.3587,potato,loam,9.66,Rabi,22.6,204.8,176,FYM,317,2.5,188563
974,Karachi,24.8607,67.0011,date palm,desert sand,3.35,Perennial,33.8,115.5,73,Urea,153,10.2,35740
975,Lasbela,25.8694,66.7097,maize,loam,0.64,Kharif,28.7,395.4,151,None,0,3.0,9216
976,Mirpur,33.1497,73.7515,gram,sandy loam,0.85,Rabi,21.6,221.2,120,FYM,253,1.8,10639
977,Chitral,35.8512,71.7864,tobacco,loam,1.56,Kharif,26.1,297.4,162,DAP,133,1.5,19656
978,Abbottabad,34.1463,73.2117,gram,loamy sand,8.04,Rabi,15.8,136.5,80,FYM,252,2.4,139029
979,Karachi,24.8607,67.0011,maize,sandy loam,3.34,Kharif,22.2,380.0,132,DAP,174,3.6,38477
980,Mansehra,34.3332,73.1992,tobacco,silty loam,4.74,Kharif,24.6,293.6,212,None,0,1.6,65696
981,Turbat,26.0012,63.0515,tobacco,loam,9.97,Kharif,20.5,317.9,151,Urea,136,2.1,125622
982,Mirpur Khas,25.5255,69.0159,rice,clay,3.8,Kharif,29.8,687.5,201,NPK,179,4.4,100776
983,Mirpur Khas,25.5255,69.0159,tobacco,silty loam,3.72,Kharif,29.8,362.3,170,NPK,197,1.9,51559
984,Karachi,24.8607,67.0011,date palm,sandy,3.34,Perennial,34.9,103.1,51,FYM,238,8.5,52061
985,Lodhran,29.5383,71.6315,date palm,desert sand,1.66,Perennial,29.9,124.5,79,Urea,150,8.8,17150
986,Mirpur Khas,25.5255,69.0159,rice,clay loam,4.89,Kharif,25.4,536.4,218,None,0,4.5,119707
987,Multan,30.1575,71.5249,date palm,sandy,2.64,Perennial,39.9,146.1,60,DAP,153,10.6,35191
988,Khuzdar,27.8,66.6167,gram,loamy sand,7.97,Rabi,22.3,187.6,116,DAP,144,2.0,111092
989,Gujrat,32.5742,74.0754,wheat,loam,2.68,Rabi,17.6,201.9,163,None,0,3.0,59727
990,Chitral,35.8512,71.7864,date palm,sandy,7.08,Perennial,33.6,139.6,96,Urea,149,11.8,96791
991,Sargodha,32.0836,72.6711,tobacco,loam,3.79,Kharif,28.7,397.8,178,FYM,231,1.7,47754
992,Mianwali,32.5833,71.5375,potato,loam,8.85,Rabi,24.7,334.4,190,NPK,151,3.1,106200
993,Bannu,32.9886,70.6055,sugarcane,loam,9.44,Kharif,28.3,504.2,170,NPK,201,64.8,212400
994,Lasbela,25.8694,66.7097,cotton,loam,1.18,Kharif,26.2,229.4,185,FYM,301,2.6,26170
995,Hyderabad,25.396,68.3578,apple orchard,rocky loam,1.35,Perennial,13.4,599.5,162,Urea,145,9.1,13851
996,Multan,30.1575,71.5249,gram,sandy loam,3.61,Rabi,18.8,132.2,137,Urea,175,2.4,67673
997,Rawalpindi,33.5651,73.0169,wheat,silty loam,2.25,Rabi,16.4,389.9,215,None,0,3.7,33413
998,Baghsar,33.8667,74.7667,tobacco,loam,2.43,Kharif,27.2,269.4,155,FYM,213,2.1,33323
999,Rahim Yar Khan,28.4209,70.2952,wheat,clay loam,4.99,Rabi,21.9,305.2,241,FYM,348,4.3,80838
1000,Okara,30.8103,73.4513,potato,sandy loam,1.86,Rabi,21.5,328.4,149,Urea,181,2.0,17856
